TRACTCE,GEOID,NAME,centx,centy
950300.00,42061950300.00,9503.00,-78.07,40.55
950900.00,42061950900.00,9509.00,-77.88,40.38
11505.00,42049011505.00,115.05,-79.94,42.19
12002.00,42049012002.00,120.02,-79.84,41.90
990000.00,42049990000.00,9900.00,-80.17,42.25
200.00,42049000200.00,2.00,-80.13,42.12
300.00,42049000300.00,3.00,-80.10,42.13
11002.00,42049011002.00,110.02,-80.11,42.07
100.00,42049000100.00,1.00,-80.08,42.13
2500.00,42049002500.00,25.00,-80.07,42.11
980109.00,42049980109.00,9801.09,-80.36,41.88
11301.00,42055011301.00,113.01,-77.72,39.90
102700.00,42069102700.00,1027.00,-75.66,41.39
102900.00,42069102900.00,1029.00,-75.67,41.38
103000.00,42069103000.00,1030.00,-75.68,41.39
103100.00,42069103100.00,1031.00,-75.69,41.38
20900.00,42101020900.00,209.00,-75.21,40.02
21000.00,42101021000.00,210.00,-75.21,40.02
21100.00,42101021100.00,211.00,-75.21,40.03
21200.00,42101021200.00,212.00,-75.21,40.03
21400.00,42101021400.00,214.00,-75.22,40.03
21500.00,42101021500.00,215.00,-75.23,40.04
105801.00,42017105801.00,1058.01,-74.83,40.20
106000.00,42017106000.00,1060.00,-74.90,40.15
106100.00,42017106100.00,1061.00,-74.92,40.17
15600.00,42101015600.00,156.00,-75.14,39.98
15700.00,42101015700.00,157.00,-75.14,39.98
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
15800.00,42101015800.00,158.00,-75.13,39.97
16000.00,42101016000.00,160.00,-75.12,39.98
16100.00,42101016100.00,161.00,-75.13,39.98
16200.00,42101016200.00,162.00,-75.14,39.98
11300.00,42095011300.00,113.00,-75.34,40.60
15500.00,42095015500.00,155.00,-75.26,40.82
17702.00,42095017702.00,177.02,-75.41,40.66
17901.00,42095017901.00,179.01,-75.34,40.59
500.00,42049000500.00,5.00,-80.06,42.14
104304.00,42017104304.00,1043.04,-74.97,40.34
600.00,42049000600.00,6.00,-80.05,42.15
700.00,42049000700.00,7.00,-80.07,42.13
800.00,42049000800.00,8.00,-80.08,42.13
900.00,42049000900.00,9.00,-80.10,42.12
1000.00,42049001000.00,10.00,-80.10,42.12
1100.00,42049001100.00,11.00,-80.12,42.10
16300.00,42101016300.00,163.00,-75.13,39.99
16400.00,42101016400.00,164.00,-75.14,39.99
16500.00,42101016500.00,165.00,-75.15,39.99
16600.00,42101016600.00,166.00,-75.15,39.99
950103.00,42103950103.00,9501.03,-74.70,41.37
16901.00,42101016901.00,169.01,-75.18,39.99
17000.00,42101017000.00,170.00,-75.18,40.01
17100.00,42101017100.00,171.00,-75.18,40.00
17202.00,42101017202.00,172.02,-75.17,40.00
27401.00,42101027401.00,274.01,-75.13,40.04
20101.00,42101020101.00,201.01,-75.16,40.00
28901.00,42101028901.00,289.01,-75.12,40.02
30501.00,42101030501.00,305.01,-75.10,40.04
16702.00,42101016702.00,167.02,-75.16,39.99
8802.00,42101008802.00,88.02,-75.20,39.95
111300.00,42069111300.00,1113.00,-75.55,41.46
111400.00,42069111400.00,1114.00,-75.58,41.45
111500.00,42069111500.00,1115.00,-75.62,41.47
111600.00,42069111600.00,1116.00,-75.64,41.47
104204.00,42017104204.00,1042.04,-75.16,40.36
104503.00,42017104503.00,1045.03,-75.10,40.32
1300.00,42049001300.00,13.00,-80.07,42.12
21600.00,42101021600.00,216.00,-75.24,40.04
21700.00,42101021700.00,217.00,-75.22,40.05
,,,,
TRACTCE,GEOID,NAME,,centy
21900.00,42101021900.00,219.00,-75.24,40.05
22000.00,42101022000.00,220.00,-75.25,40.06
5401.00,42077005401.00,54.01,-75.66,40.64
1400.00,42049001400.00,14.00,-80.06,42.13
1500.00,42049001500.00,15.00,-80.04,42.13
1600.00,42049001600.00,16.00,-80.03,42.13
23100.00,42101023100.00,231.00,-75.20,40.07
23500.00,42101023500.00,235.00,-75.20,40.04
23600.00,42101023600.00,236.00,-75.19,40.04
23700.00,42101023700.00,237.00,-75.19,40.05
23900.00,42101023900.00,239.00,-75.19,40.03
24000.00,42101024000.00,240.00,-75.18,40.03
24100.00,42101024100.00,241.00,-75.18,40.03
1700.00,42049001700.00,17.00,-80.06,42.12
1800.00,42049001800.00,18.00,-80.07,42.12
14900.00,42101014900.00,149.00,-75.18,39.98
14700.00,42101014700.00,147.00,-75.16,39.98
14800.00,42101014800.00,148.00,-75.17,39.98
100400.00,42069100400.00,1004.00,-75.65,41.40
100800.00,42069100800.00,1008.00,-75.65,41.43
100900.00,42069100900.00,1009.00,-75.65,41.43
101000.00,42069101000.00,1010.00,-75.64,41.44
24200.00,42101024200.00,242.00,-75.17,40.03
24300.00,42101024300.00,243.00,-75.17,40.02
24500.00,42101024500.00,245.00,-75.16,40.03
24600.00,42101024600.00,246.00,-75.17,40.04
101100.00,42069101100.00,1011.00,-75.65,41.44
101300.00,42069101300.00,1013.00,-75.66,41.44
101400.00,42069101400.00,1014.00,-75.67,41.42
17300.00,42101017300.00,173.00,-75.16,40.00
17400.00,42101017400.00,174.00,-75.15,40.00
17500.00,42101017500.00,175.00,-75.14,40.00
17601.00,42101017601.00,176.01,-75.13,39.99
24700.00,42101024700.00,247.00,-75.16,40.04
24900.00,42101024900.00,249.00,-75.16,40.05
25200.00,42101025200.00,252.00,-75.18,40.05
25400.00,42101025400.00,254.00,-75.18,40.06
10301.00,42049010301.00,103.01,-80.13,41.99
2300.00,42049002300.00,23.00,-80.09,42.10
562000.00,42003562000.00,5620.00,-79.95,40.45
450700.00,42003450700.00,4507.00,-80.16,40.51
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
450800.00,42003450800.00,4508.00,-80.17,40.52
453004.00,42003453004.00,4530.04,-80.20,40.45
470502.00,42003470502.00,4705.02,-80.07,40.40
564500.00,42003564500.00,5645.00,-79.92,40.27
564400.00,42003564400.00,5644.00,-79.79,40.38
563900.00,42003563900.00,5639.00,-79.84,40.42
563100.00,42003563100.00,5631.00,-80.04,40.43
562400.00,42003562400.00,5624.00,-80.00,40.41
562600.00,42003562600.00,5626.00,-80.04,40.44
980100.00,42003980100.00,9801.00,-79.91,40.48
981100.00,42003981100.00,9811.00,-79.91,40.44
562800.00,42003562800.00,5628.00,-80.07,40.42
563000.00,42003563000.00,5630.00,-80.08,40.45
564200.00,42003564200.00,5642.00,-79.79,40.33
11102.00,42011011102.00,111.02,-75.97,40.32
950800.00,42117950800.00,9508.00,-77.30,41.75
23302.00,42133023302.00,233.02,-76.60,39.93
23301.00,42133023301.00,233.01,-76.62,39.96
23601.00,42133023601.00,236.01,-76.56,39.96
20222.00,42133020222.00,202.22,-76.89,40.15
22402.00,42133022402.00,224.02,-76.94,39.75
21802.00,42133021802.00,218.02,-76.96,39.81
23722.00,42133023722.00,237.22,-76.39,39.82
24002.00,42133024002.00,240.02,-76.46,39.76
23902.00,42133023902.00,239.02,-76.54,39.80
23721.00,42133023721.00,237.21,-76.48,39.88
23602.00,42133023602.00,236.02,-76.52,39.96
23901.00,42133023901.00,239.01,-76.59,39.76
22401.00,42133022401.00,224.01,-76.86,39.76
20221.00,42133020221.00,202.21,-76.86,40.18
24001.00,42133024001.00,240.01,-76.33,39.75
515401.00,42003515401.00,5154.01,-79.89,40.43
561600.00,42003561600.00,5616.00,-79.97,40.41
561700.00,42003561700.00,5617.00,-79.97,40.41
13302.00,42011013302.00,133.02,-75.61,40.39
10202.00,42011010202.00,102.02,-76.06,40.53
912301.00,42019912301.00,9123.01,-80.08,40.73
950200.00,42047950200.00,9502.00,-78.86,41.45
950400.00,42047950400.00,9504.00,-78.73,41.43
951100.00,42047951100.00,9511.00,-78.60,41.45
,,,,
TRACTCE,GEOID,NAME,,centy
951200.00,42047951200.00,9512.00,-78.50,41.48
951300.00,42047951300.00,9513.00,-78.48,41.42
902400.00,42019902400.00,9024.00,-79.89,40.86
455000.00,42003455000.00,4550.00,-80.19,40.40
456003.00,42003456003.00,4560.03,-80.17,40.36
446000.00,42003446000.00,4460.00,-80.19,40.55
300201.00,42089300201.00,3002.01,-75.24,41.20
950100.00,42047950100.00,9501.00,-78.62,41.57
951000.00,42047951000.00,9510.00,-78.66,41.31
561900.00,42003561900.00,5619.00,-79.89,40.47
200300.00,42121200300.00,2003.00,-79.85,41.41
200500.00,42121200500.00,2005.00,-79.83,41.39
200700.00,42121200700.00,2007.00,-79.71,41.44
201000.00,42079201000.00,2010.00,-75.87,41.24
201100.00,42079201100.00,2011.00,-75.87,41.25
201200.00,42079201200.00,2012.00,-75.87,41.26
201300.00,42079201300.00,2013.00,-75.86,41.26
457100.00,42003457100.00,4571.00,-80.11,40.36
102600.00,42069102600.00,1026.00,-75.67,41.40
960900.00,42127960900.00,9609.00,-75.40,41.54
961000.00,42127961000.00,9610.00,-75.38,41.45
447000.00,42003447000.00,4470.00,-80.20,40.57
457200.00,42003457200.00,4572.00,-80.10,40.36
960400.00,42009960400.00,9604.00,-78.38,40.16
448000.00,42003448000.00,4480.00,-80.21,40.57
449000.00,42003449000.00,4490.00,-80.23,40.56
960100.00,42009960100.00,9601.00,-78.31,40.22
961100.00,42009961100.00,9611.00,-78.68,39.82
960300.00,42009960300.00,9603.00,-78.59,40.15
960500.00,42009960500.00,9605.00,-78.24,40.07
960200.00,42009960200.00,9602.00,-78.56,40.24
961000.00,42009961000.00,9610.00,-78.45,39.86
960600.00,42009960600.00,9606.00,-78.35,40.00
960800.00,42009960800.00,9608.00,-78.50,40.05
960900.00,42009960900.00,9609.00,-78.66,40.02
14600.00,42101014600.00,146.00,-75.15,39.98
960700.00,42009960700.00,9607.00,-78.50,40.01
200800.00,42121200800.00,2008.00,-79.72,41.42
200900.00,42121200900.00,2009.00,-79.71,41.43
10102.00,42071010102.00,101.02,-76.14,40.23
10201.00,42071010201.00,102.01,-76.28,40.24
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
10300.00,42071010300.00,103.00,-76.37,40.19
9700.00,42077009700.00,97.00,-75.47,40.60
21801.00,42133021801.00,218.01,-76.98,39.77
12301.00,42071012301.00,123.01,-76.18,40.19
6203.00,42077006203.00,62.03,-75.58,40.58
10400.00,42071010400.00,104.00,-76.40,40.16
10701.00,42071010701.00,107.01,-76.60,40.16
10702.00,42071010702.00,107.02,-76.60,40.15
12302.00,42071012302.00,123.02,-76.19,40.18
12402.00,42071012402.00,124.02,-76.20,40.16
12501.00,42071012501.00,125.01,-76.09,40.24
200607.00,42091200607.00,2006.07,-75.22,40.25
300800.00,42089300800.00,3008.00,-75.20,40.98
14700.00,42071014700.00,147.00,-76.30,40.03
11602.00,42081011602.00,116.02,-77.00,41.23
10900.00,42071010900.00,109.00,-76.51,40.11
306504.00,42029306504.00,3065.04,-75.75,39.82
11300.00,42071011300.00,113.00,-76.50,40.04
11400.00,42071011400.00,114.00,-76.49,40.03
12800.00,42071012800.00,128.00,-76.09,40.10
11300.00,42011011300.00,113.00,-75.94,40.31
11503.00,42071011503.00,115.03,-76.42,40.05
11703.00,42071011703.00,117.03,-76.41,40.08
11801.00,42071011801.00,118.01,-76.27,40.07
960200.00,42057960200.00,9602.00,-78.10,40.02
11200.00,42071011200.00,112.00,-76.51,40.03
13503.00,42071013503.00,135.03,-76.33,40.05
13601.00,42071013601.00,136.01,-76.35,40.00
14000.00,42071014000.00,140.00,-76.19,39.96
960100.00,42057960100.00,9601.00,-78.00,39.92
960300.00,42057960300.00,9603.00,-78.18,39.81
14202.00,42071014202.00,142.02,-76.01,40.01
14300.00,42071014300.00,143.00,-76.04,39.93
14402.00,42071014402.00,144.02,-76.14,39.91
1000.00,42071001000.00,10.00,-76.32,40.03
10501.00,42071010501.00,105.01,-76.47,40.18
12900.00,42071012900.00,129.00,-76.10,40.11
13501.00,42071013501.00,135.01,-76.32,40.01
13602.00,42071013602.00,136.02,-76.36,40.00
14101.00,42071014101.00,141.01,-76.11,40.04
,,,,
TRACTCE,GEOID,NAME,,centy
14601.00,42071014601.00,146.01,-76.17,39.85
105511.00,42017105511.00,1055.11,-74.86,40.20
6101.00,42077006101.00,61.01,-75.54,40.58
11802.00,42071011802.00,118.02,-76.29,40.06
11803.00,42071011803.00,118.03,-76.29,40.08
216600.00,42079216600.00,2166.00,-75.98,41.04
36700.00,42101036700.00,367.00,-75.14,39.96
10500.00,42027010500.00,105.00,-78.01,40.86
805500.00,42129805500.00,8055.00,-79.88,40.15
807200.00,42129807200.00,8072.00,-79.46,40.26
803100.00,42129803100.00,8031.00,-79.71,40.34
806200.00,42129806200.00,8062.00,-79.69,40.15
807401.00,42129807401.00,8074.01,-79.43,40.34
805000.00,42129805000.00,8050.00,-79.71,40.24
801701.00,42129801701.00,8017.01,-79.67,40.55
802002.00,42129802002.00,8020.02,-79.61,40.41
803000.00,42129803000.00,8030.00,-79.70,40.33
802800.00,42129802800.00,8028.00,-79.63,40.33
804701.00,42129804701.00,8047.01,-79.61,40.27
808600.00,42129808600.00,8086.00,-79.31,40.14
801300.00,42129801300.00,8013.00,-79.63,40.64
802001.00,42129802001.00,8020.01,-79.63,40.45
806000.00,42129806000.00,8060.00,-79.77,40.21
800500.00,42129800500.00,8005.00,-79.75,40.58
808100.00,42129808100.00,8081.00,-79.26,40.36
803700.00,42129803700.00,8037.00,-79.58,40.32
806500.00,42129806500.00,8065.00,-79.60,40.12
807600.00,42129807600.00,8076.00,-79.38,40.31
801702.00,42129801702.00,8017.02,-79.62,40.51
801800.00,42129801800.00,8018.00,-79.48,40.49
804900.00,42129804900.00,8049.00,-79.62,40.23
804100.00,42129804100.00,8041.00,-79.55,40.30
801100.00,42129801100.00,8011.00,-79.72,40.60
803400.00,42129803400.00,8034.00,-79.74,40.31
807700.00,42129807700.00,8077.00,-79.38,40.31
803301.00,42129803301.00,8033.01,-79.77,40.34
801400.00,42129801400.00,8014.00,-79.58,40.60
802103.00,42129802103.00,8021.03,-79.68,40.41
806900.00,42129806900.00,8069.00,-79.52,40.16
804501.00,42129804501.00,8045.01,-79.54,40.26
801900.00,42129801900.00,8019.00,-79.51,40.41
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
802500.00,42129802500.00,8025.00,-79.61,40.34
13203.00,42071013203.00,132.03,-76.24,40.06
13400.00,42071013400.00,134.00,-76.28,40.04
304102.00,42029304102.00,3041.02,-75.71,40.00
304101.00,42029304101.00,3041.01,-75.69,40.01
304403.00,42029304403.00,3044.03,-75.64,40.06
304404.00,42029304404.00,3044.04,-75.65,40.04
24400.00,42043024400.00,244.00,-76.71,40.27
21711.00,42133021711.00,217.11,-76.92,39.83
20922.00,42133020922.00,209.22,-76.83,40.12
37800.00,42101037800.00,378.00,-75.09,39.98
22800.00,42133022800.00,228.00,-76.68,39.91
20320.00,42133020320.00,203.20,-76.95,40.05
20220.00,42133020220.00,202.20,-76.82,40.19
20410.00,42133020410.00,204.10,-77.07,40.07
21020.00,42133021020.00,210.20,-76.71,40.07
11400.00,42011011400.00,114.00,-75.97,40.30
12600.00,42011012600.00,126.00,-75.93,40.38
12800.00,42011012800.00,128.00,-75.91,40.39
13100.00,42011013100.00,131.00,-75.65,40.35
13200.00,42011013200.00,132.00,-75.64,40.33
105510.00,42017105510.00,1055.10,-74.87,40.21
431100.00,42003431100.00,4311.00,-80.05,40.49
432300.00,42003432300.00,4323.00,-80.07,40.50
305000.00,42029305000.00,3050.00,-75.91,40.09
305400.00,42029305400.00,3054.00,-75.83,39.98
305600.00,42029305600.00,3056.00,-75.82,39.98
305700.00,42029305700.00,3057.00,-75.81,39.98
563800.00,42003563800.00,5638.00,-80.12,40.52
563300.00,42003563300.00,5633.00,-80.15,40.56
451104.00,42003451104.00,4511.04,-80.25,40.54
451105.00,42003451105.00,4511.05,-80.24,40.51
564000.00,42003564000.00,5640.00,-80.24,40.41
562900.00,42003562900.00,5629.00,-79.95,40.40
453003.00,42003453003.00,4530.03,-80.19,40.43
434000.00,42003434000.00,4340.00,-80.08,40.51
435000.00,42003435000.00,4350.00,-80.10,40.51
12700.00,42071012700.00,127.00,-76.03,40.12
13800.00,42071013800.00,138.00,-76.43,39.97
12602.00,42071012602.00,126.02,-75.95,40.14
,,,,
TRACTCE,GEOID,NAME,,centy
10802.00,42071010802.00,108.02,-76.67,40.10
11000.00,42071011000.00,110.00,-76.55,40.06
10202.00,42071010202.00,102.02,-76.23,40.22
14201.00,42071014201.00,142.01,-75.98,40.06
14501.00,42071014501.00,145.01,-76.31,39.87
13502.00,42071013502.00,135.02,-76.34,40.03
13202.00,42071013202.00,132.02,-76.25,40.04
14102.00,42071014102.00,141.02,-76.11,39.99
13000.00,42071013000.00,130.00,-76.18,40.13
400.00,42011000400.00,4.00,-75.93,40.36
10100.00,42011010100.00,101.00,-76.26,40.49
12001.00,42011012001.00,120.01,-75.82,40.28
11602.00,42011011602.00,116.02,-75.99,40.28
11601.00,42011011601.00,116.01,-75.96,40.29
11703.00,42011011703.00,117.03,-75.88,40.17
2100.00,42011002100.00,21.00,-75.92,40.33
11902.00,42011011902.00,119.02,-75.78,40.23
12103.00,42011012103.00,121.03,-75.81,40.32
10903.00,42011010903.00,109.03,-76.00,40.35
100.00,42011000100.00,1.00,-75.92,40.34
600.00,42011000600.00,6.00,-75.91,40.36
200.00,42011000200.00,2.00,-75.95,40.36
10400.00,42011010400.00,104.00,-76.20,40.42
10600.00,42011010600.00,106.00,-76.05,40.35
1200.00,42011001200.00,12.00,-75.94,40.34
10302.00,42011010302.00,103.02,-76.08,40.44
2900.00,42011002900.00,29.00,-75.93,40.31
1600.00,42011001600.00,16.00,-75.91,40.34
12700.00,42011012700.00,127.00,-75.95,40.39
13500.00,42011013500.00,135.00,-75.91,40.45
12400.00,42011012400.00,124.00,-75.90,40.40
11603.00,42011011603.00,116.03,-75.93,40.28
13800.00,42011013800.00,138.00,-75.98,40.56
10500.00,42011010500.00,105.00,-76.15,40.36
10130.00,42133010130.00,101.30,-76.64,39.98
37600.00,42101037600.00,376.00,-75.16,39.96
306600.00,42029306600.00,3066.00,-75.79,39.75
306900.00,42029306900.00,3069.00,-75.88,39.77
307200.00,42029307200.00,3072.00,-75.90,39.92
307300.00,42029307300.00,3073.00,-75.91,39.98
307400.00,42029307400.00,3074.00,-75.92,39.96
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
104701.00,42017104701.00,1047.01,-75.13,40.32
104702.00,42017104702.00,1047.02,-75.13,40.31
104703.00,42017104703.00,1047.03,-75.12,40.31
104800.00,42017104800.00,1048.00,-75.18,40.30
11701.00,42049011701.00,117.01,-79.83,42.23
70300.00,42067070300.00,703.00,-77.27,40.57
70100.00,42067070100.00,701.00,-77.33,40.63
70400.00,42067070400.00,704.00,-77.09,40.64
600.00,42081000600.00,6.00,-76.99,41.25
800.00,42081000800.00,8.00,-77.02,41.23
900.00,42081000900.00,9.00,-77.07,41.23
14500.00,42101014500.00,145.00,-75.15,39.98
31200.00,42101031200.00,312.00,-75.08,40.04
21800.00,42101021800.00,218.00,-75.23,40.06
140500.00,42003140500.00,1405.00,-79.90,40.45
170200.00,42003170200.00,1702.00,-79.98,40.43
10700.00,42013010700.00,107.00,-78.32,40.54
10102.00,42013010102.00,101.02,-78.25,40.67
101200.00,42013101200.00,1012.00,-78.40,40.48
10600.00,42013010600.00,106.00,-78.38,40.48
10402.00,42013010402.00,104.02,-78.36,40.62
11100.00,42013011100.00,111.00,-78.41,40.40
101500.00,42013101500.00,1015.00,-78.39,40.50
11300.00,42013011300.00,113.00,-78.28,40.34
11500.00,42013011500.00,115.00,-78.42,40.34
950400.00,42065950400.00,9504.00,-79.08,41.17
950900.00,42065950900.00,9509.00,-79.12,40.99
950300.00,42065950300.00,9503.00,-78.99,41.22
950700.00,42065950700.00,9507.00,-78.89,41.09
950100.00,42065950100.00,9501.00,-78.79,41.25
950500.00,42065950500.00,9505.00,-79.08,41.15
10500.00,42013010500.00,105.00,-78.46,40.53
10101.00,42013010101.00,101.01,-78.25,40.67
10300.00,42021010300.00,103.00,-78.85,40.34
951200.00,42065951200.00,9512.00,-78.98,40.95
9100.00,42101009100.00,91.00,-75.20,39.96
33600.00,42101033600.00,336.00,-75.06,40.06
4202.00,42101004202.00,42.02,-75.15,39.92
16800.00,42101016800.00,168.00,-75.17,39.99
7000.00,42101007000.00,70.00,-75.22,39.94
,,,,
TRACTCE,GEOID,NAME,,centy
29100.00,42101029100.00,291.00,-75.11,40.04
980100.00,42101980100.00,9801.00,-75.21,40.05
21300.00,42101021300.00,213.00,-75.22,40.03
30000.00,42101030000.00,300.00,-75.08,40.02
13300.00,42101013300.00,133.00,-75.16,39.97
10100.00,42055010100.00,101.00,-77.76,40.13
10900.00,42055010900.00,109.00,-77.64,39.93
11400.00,42055011400.00,114.00,-77.81,39.92
11700.00,42055011700.00,117.00,-77.76,39.79
11900.00,42055011900.00,119.00,-77.68,39.79
12100.00,42055012100.00,121.00,-77.61,39.74
12000.00,42055012000.00,120.00,-77.55,39.82
10800.00,42055010800.00,108.00,-77.65,39.92
11600.00,42055011600.00,116.00,-77.93,39.77
101700.00,42013101700.00,1017.00,-78.39,40.52
10900.00,42013010900.00,109.00,-78.32,40.45
11200.00,42013011200.00,112.00,-78.39,40.43
100200.00,42013100200.00,1002.00,-78.42,40.49
100400.00,42013100400.00,1004.00,-78.42,40.51
10800.00,42013010800.00,108.00,-78.21,40.48
10600.00,42055010600.00,106.00,-77.60,39.91
11100.00,42055011100.00,111.00,-77.64,39.95
10400.00,42055010400.00,104.00,-77.62,39.98
10200.00,42055010200.00,102.00,-77.69,40.07
11200.00,42055011200.00,112.00,-77.67,39.94
11000.00,42055011000.00,110.00,-77.67,39.92
11500.00,42055011500.00,115.00,-77.89,39.87
12501.00,42055012501.00,125.01,-77.54,39.76
12502.00,42055012502.00,125.02,-77.50,39.73
10500.00,42055010500.00,105.00,-77.53,39.93
10700.00,42055010700.00,107.00,-77.60,39.87
10300.00,42055010300.00,103.00,-77.55,40.03
1800.00,42107001800.00,18.00,-76.21,40.68
26100.00,42101026100.00,261.00,-75.18,40.07
26200.00,42101026200.00,262.00,-75.17,40.07
26302.00,42101026302.00,263.02,-75.16,40.07
26400.00,42101026400.00,264.00,-75.16,40.06
26500.00,42101026500.00,265.00,-75.15,40.06
10107.00,42049010107.00,101.07,-80.36,41.89
11202.00,42049011202.00,112.02,-80.05,42.04
12300.00,42049012300.00,123.00,-79.99,42.13
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
2702.00,42075002702.00,27.02,-76.38,40.37
2200.00,42075002200.00,22.00,-76.48,40.43
200.00,42075000200.00,2.00,-76.43,40.33
4100.00,42075004100.00,41.00,-76.45,40.27
2100.00,42075002100.00,21.00,-76.42,40.45
4000.00,42075004000.00,40.00,-76.54,40.24
100.00,42075000100.00,1.00,-76.42,40.34
3300.00,42075003300.00,33.00,-76.38,40.34
3200.00,42075003200.00,32.00,-76.37,40.30
2800.00,42075002800.00,28.00,-76.31,40.38
11800.00,42055011800.00,118.00,-77.73,39.79
12200.00,42055012200.00,122.00,-77.59,39.75
12300.00,42055012300.00,123.00,-77.58,39.76
951300.00,42065951300.00,9513.00,-78.98,40.94
406904.00,42045406904.00,4069.04,-75.45,39.88
403701.00,42045403701.00,4037.01,-75.29,39.86
409904.00,42045409904.00,4099.04,-75.42,40.00
410301.00,42045410301.00,4103.01,-75.50,39.89
409701.00,42045409701.00,4097.01,-75.37,40.02
407101.00,42045407101.00,4071.01,-75.42,39.89
404102.00,42045404102.00,4041.02,-75.34,39.87
406902.00,42045406902.00,4069.02,-75.42,39.87
400500.00,42045400500.00,4005.00,-75.27,39.97
400302.00,42045400302.00,4003.02,-75.26,39.94
410000.00,42045410000.00,4100.00,-75.46,39.95
410302.00,42045410302.00,4103.02,-75.52,39.86
404400.00,42045404400.00,4044.00,-75.36,39.87
408002.00,42045408002.00,4080.02,-75.37,39.95
407902.00,42045407902.00,4079.02,-75.40,39.92
407404.00,42045407404.00,4074.04,-75.36,39.89
401401.00,42045401401.00,4014.01,-75.30,39.94
403002.00,42045403002.00,4030.02,-75.29,39.91
407401.00,42045407401.00,4074.01,-75.37,39.91
406802.00,42045406802.00,4068.02,-75.43,39.83
404101.00,42045404101.00,4041.01,-75.34,39.88
410400.00,42045410400.00,4104.00,-75.49,39.85
402100.00,42045402100.00,4021.00,-75.25,39.93
300.00,42075000300.00,3.00,-76.44,40.35
2500.00,42075002500.00,25.00,-76.51,40.33
2600.00,42075002600.00,26.00,-76.48,40.34
,,,,
TRACTCE,GEOID,NAME,,centy
12400.00,42055012400.00,124.00,-77.58,39.74
2900.00,42075002900.00,29.00,-76.31,40.37
3000.00,42075003000.00,30.00,-76.22,40.33
3100.00,42075003100.00,31.00,-76.29,40.30
3400.00,42075003400.00,34.00,-76.40,40.32
3600.00,42075003600.00,36.00,-76.45,40.34
402300.00,42045402300.00,4023.00,-75.25,39.93
402400.00,42045402400.00,4024.00,-75.25,39.92
402500.00,42045402500.00,4025.00,-75.26,39.92
402600.00,42045402600.00,4026.00,-75.27,39.92
408001.00,42045408001.00,4080.01,-75.38,39.97
409601.00,42045409601.00,4096.01,-75.34,40.02
407901.00,42045407901.00,4079.01,-75.40,39.94
410100.00,42045410100.00,4101.00,-75.52,39.92
403702.00,42045403702.00,4037.02,-75.30,39.86
401101.00,42045401101.00,4011.01,-75.29,39.96
400401.00,42045400401.00,4004.01,-75.26,39.96
406401.00,42045406401.00,4064.01,-75.39,39.86
407801.00,42045407801.00,4078.01,-75.35,39.92
408101.00,42045408101.00,4081.01,-75.36,39.99
408400.00,42045408400.00,4084.00,-75.34,40.00
409902.00,42045409902.00,4099.02,-75.41,39.98
410200.00,42045410200.00,4102.00,-75.57,39.87
401104.00,42045401104.00,4011.04,-75.30,39.96
401200.00,42045401200.00,4012.00,-75.32,39.95
401301.00,42045401301.00,4013.01,-75.31,39.95
401302.00,42045401302.00,4013.02,-75.30,39.95
401402.00,42045401402.00,4014.02,-75.29,39.94
401501.00,42045401501.00,4015.01,-75.31,39.93
11001.00,42013011001.00,110.01,-78.51,40.43
11600.00,42013011600.00,116.00,-78.51,40.31
100300.00,42013100300.00,1003.00,-78.41,40.50
100500.00,42013100500.00,1005.00,-78.41,40.52
100600.00,42013100600.00,1006.00,-78.41,40.53
12103.00,42071012103.00,121.03,-76.31,40.18
970501.00,42059970501.00,9705.01,-80.14,39.90
402700.00,42045402700.00,4027.00,-75.25,39.91
402800.00,42045402800.00,4028.00,-75.27,39.91
402900.00,42045402900.00,4029.00,-75.26,39.90
403001.00,42045403001.00,4030.01,-75.30,39.91
400301.00,42045400301.00,4003.01,-75.26,39.95
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
400402.00,42045400402.00,4004.02,-75.27,39.96
400600.00,42045400600.00,4006.00,-75.28,39.97
400700.00,42045400700.00,4007.00,-75.28,39.96
400801.00,42045400801.00,4008.01,-75.27,39.95
101610.00,42017101610.00,1016.10,-75.11,40.22
101802.00,42017101802.00,1018.02,-75.18,40.26
101803.00,42017101803.00,1018.03,-75.15,40.24
331200.00,42033331200.00,3312.00,-78.45,41.02
805100.00,42129805100.00,8051.00,-79.76,40.26
806400.00,42129806400.00,8064.00,-79.59,40.11
804400.00,42129804400.00,8044.00,-79.55,40.28
803800.00,42129803800.00,8038.00,-79.52,40.34
801002.00,42129801002.00,8010.02,-79.71,40.57
401600.00,42045401600.00,4016.00,-75.28,39.93
401700.00,42045401700.00,4017.00,-75.26,39.94
401800.00,42045401800.00,4018.00,-75.27,39.95
401900.00,42045401900.00,4019.00,-75.28,39.94
402000.00,42045402000.00,4020.00,-75.27,39.94
402200.00,42045402200.00,4022.00,-75.26,39.93
100700.00,42013100700.00,1007.00,-78.40,40.53
100800.00,42013100800.00,1008.00,-78.41,40.54
101100.00,42013101100.00,1011.00,-78.42,40.47
