TRACTCE,GEOID,NAME,centx,centy
410602.00,42045410602.00,4106.02,-75.33,39.90
70300.00,42109070300.00,703.00,-77.07,40.81
2100.00,42077002100.00,21.00,-75.49,40.59
2201.00,42077002201.00,22.01,-75.50,40.61
2202.00,42077002202.00,22.02,-75.50,40.60
2302.00,42077002302.00,23.02,-75.51,40.59
5100.00,42077005100.00,51.00,-75.61,40.75
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
32000.00,42115032000.00,320.00,-76.05,41.91
32500.00,42115032500.00,325.00,-75.71,41.82
32200.00,42115032200.00,322.00,-75.71,41.95
32901.00,42115032901.00,329.01,-75.63,41.68
32400.00,42115032400.00,324.00,-75.56,41.81
32700.00,42115032700.00,327.00,-76.04,41.75
32300.00,42115032300.00,323.00,-75.57,41.96
32800.00,42115032800.00,328.00,-75.86,41.72
32902.00,42115032902.00,329.02,-75.47,41.65
200400.00,42079200400.00,2004.00,-75.91,41.23
11900.00,42021011900.00,119.00,-78.78,40.66
10700.00,42021010700.00,107.00,-78.83,40.31
12700.00,42021012700.00,127.00,-78.63,40.44
12400.00,42021012400.00,124.00,-78.71,40.59
11400.00,42021011400.00,114.00,-78.98,40.35
13200.00,42021013200.00,132.00,-78.76,40.37
12900.00,42021012900.00,129.00,-78.64,40.38
11200.00,42021011200.00,112.00,-78.93,40.31
11300.00,42021011300.00,113.00,-78.95,40.32
10801.00,42021010801.00,108.01,-78.88,40.27
11700.00,42021011700.00,117.00,-78.85,40.52
13100.00,42021013100.00,131.00,-78.69,40.35
12100.00,42021012100.00,121.00,-78.48,40.69
12300.00,42021012300.00,123.00,-78.62,40.54
90200.00,42119090200.00,902.00,-77.17,40.94
90300.00,42119090300.00,903.00,-77.05,40.92
90400.00,42119090400.00,904.00,-76.98,40.89
200700.00,42079200700.00,2007.00,-75.89,41.23
11102.00,42041011102.00,111.02,-76.96,40.22
70500.00,42109070500.00,705.00,-77.28,40.76
5601.00,42077005601.00,56.01,-75.52,40.68
201000.00,42121201000.00,2010.00,-79.69,41.43
200200.00,42121200200.00,2002.00,-79.92,41.41
200100.00,42121200100.00,2001.00,-79.82,41.53
201400.00,42121201400.00,2014.00,-79.92,41.26
201100.00,42121201100.00,2011.00,-79.59,41.44
200600.00,42121200600.00,2006.00,-79.82,41.44
200000.00,42121200000.00,2000.00,-79.63,41.57
201300.00,42121201300.00,2013.00,-79.73,41.37
201500.00,42121201500.00,2015.00,-79.74,41.25
,,,,
TRACTCE,GEOID,NAME,,centy
201200.00,42121201200.00,2012.00,-79.65,41.37
17704.00,42095017704.00,177.04,-75.39,40.68
17606.00,42095017606.00,176.06,-75.32,40.65
33200.00,42085033200.00,332.00,-80.51,41.23
33300.00,42085033300.00,333.00,-80.50,41.26
980800.00,42119980800.00,9808.00,-76.89,40.95
951100.00,42005951100.00,9511.00,-79.52,40.83
951500.00,42005951500.00,9515.00,-79.56,40.59
951800.00,42005951800.00,9518.00,-79.60,40.63
951900.00,42005951900.00,9519.00,-79.68,40.68
500.00,42077000500.00,5.00,-75.46,40.61
970502.00,42059970502.00,9705.02,-80.13,39.84
600.00,42077000600.00,6.00,-75.45,40.59
400.00,42077000400.00,4.00,-75.46,40.62
700.00,42077000700.00,7.00,-75.47,40.62
900.00,42077000900.00,9.00,-75.47,40.61
102300.00,42017102300.00,1023.00,-75.28,40.41
100900.00,42017100900.00,1009.00,-74.94,40.16
105100.00,42017105100.00,1051.00,-75.00,40.27
101603.00,42017101603.00,1016.03,-75.10,40.20
105807.00,42017105807.00,1058.07,-74.86,40.17
105003.00,42017105003.00,1050.03,-74.99,40.23
102700.00,42017102700.00,1027.00,-75.35,40.37
112901.00,42069112901.00,1129.01,-75.61,41.26
6307.00,42077006307.00,63.07,-75.55,40.54
6401.00,42077006401.00,64.01,-75.50,40.52
6906.00,42077006906.00,69.06,-75.44,40.54
5503.00,42077005503.00,55.03,-75.57,40.68
5504.00,42077005504.00,55.04,-75.55,40.70
6308.00,42077006308.00,63.08,-75.58,40.53
805901.00,42129805901.00,8059.01,-79.79,40.14
460001.00,42003460001.00,4600.01,-80.11,40.49
10203.00,42041010203.00,102.03,-76.92,40.26
951400.00,42005951400.00,9514.00,-79.54,40.64
950600.00,42005950600.00,9506.00,-79.43,40.86
950100.00,42005950100.00,9501.00,-79.29,40.93
20400.00,42025020400.00,204.00,-75.88,40.83
20600.00,42025020600.00,206.00,-75.72,40.83
104000.00,42017104000.00,1040.00,-75.19,40.42
101100.00,42017101100.00,1011.00,-74.91,40.16
105810.00,42017105810.00,1058.10,-74.82,40.18
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
100803.00,42017100803.00,1008.03,-74.88,40.17
100208.00,42017100208.00,1002.08,-74.96,40.11
101611.00,42017101611.00,1016.11,-75.12,40.21
100407.00,42017100407.00,1004.07,-74.83,40.17
105400.00,42017105400.00,1054.00,-74.93,40.29
102002.00,42017102002.00,1020.02,-75.19,40.33
103800.00,42017103800.00,1038.00,-75.12,40.55
104902.00,42017104902.00,1049.02,-75.07,40.25
950300.00,42105950300.00,9503.00,-77.97,41.78
950500.00,42005950500.00,9505.00,-79.56,40.85
951700.00,42005951700.00,9517.00,-79.36,40.68
950300.00,42005950300.00,9503.00,-79.65,40.98
950900.00,42005950900.00,9509.00,-79.51,40.77
951300.00,42005951300.00,9513.00,-79.61,40.67
951600.00,42005951600.00,9516.00,-79.49,40.58
200500.00,42079200500.00,2005.00,-75.90,41.24
980705.00,42109980705.00,9807.05,-76.87,40.80
22000.00,42133022000.00,220.00,-76.98,39.80
22100.00,42133022100.00,221.00,-76.98,39.80
22200.00,42133022200.00,222.00,-76.98,39.82
11101.00,42011011101.00,111.01,-75.96,40.34
10802.00,42011010802.00,108.02,-76.02,40.30
11904.00,42011011904.00,119.04,-75.75,40.27
13701.00,42011013701.00,137.01,-75.83,40.49
11903.00,42011011903.00,119.03,-75.74,40.30
10801.00,42011010801.00,108.01,-76.05,40.28
602.00,42107000602.00,6.02,-76.19,40.82
6303.00,42077006303.00,63.03,-75.55,40.52
6102.00,42077006102.00,61.02,-75.54,40.60
200800.00,42079200800.00,2008.00,-75.88,41.23
200200.00,42079200200.00,2002.00,-75.90,41.25
211500.00,42079211500.00,2115.00,-75.86,41.32
211900.00,42079211900.00,2119.00,-75.83,41.28
215503.00,42079215503.00,2155.03,-75.94,41.15
216000.00,42079216000.00,2160.00,-76.15,41.15
803502.00,42129803502.00,8035.02,-79.72,40.32
802303.00,42129802303.00,8023.03,-79.65,40.35
802304.00,42129802304.00,8023.04,-79.65,40.38
401.00,42101000401.00,4.01,-75.18,39.95
34501.00,42101034501.00,345.01,-75.04,40.07
,,,,
TRACTCE,GEOID,NAME,,centy
901.00,42101000901.00,9.01,-75.16,39.95
17702.00,42101017702.00,177.02,-75.12,40.00
211301.00,42079211301.00,2113.01,-75.98,41.28
950400.00,42061950400.00,9504.00,-78.01,40.50
11601.00,42081011601.00,116.01,-77.04,41.22
11302.00,42081011302.00,113.02,-77.08,41.26
11301.00,42081011301.00,113.01,-77.15,41.24
211204.00,42079211204.00,2112.04,-75.95,41.36
218000.00,42079218000.00,2180.00,-75.96,41.21
420600.00,42083420600.00,4206.00,-78.38,41.94
421100.00,42083421100.00,4211.00,-78.84,41.76
421000.00,42083421000.00,4210.00,-78.75,41.89
420500.00,42083420500.00,4205.00,-78.58,41.93
421200.00,42083421200.00,4212.00,-78.88,41.66
420700.00,42083420700.00,4207.00,-78.27,41.79
420100.00,42083420100.00,4201.00,-78.75,41.98
420200.00,42083420200.00,4202.00,-78.65,41.95
420800.00,42083420800.00,4208.00,-78.41,41.74
950400.00,42005950400.00,9504.00,-79.65,40.85
951000.00,42005951000.00,9510.00,-79.53,40.77
5800.00,42077005800.00,58.00,-75.50,40.67
1600.00,42077001600.00,16.00,-75.48,40.61
6703.00,42077006703.00,67.03,-75.51,40.57
1402.00,42077001402.00,14.02,-75.49,40.57
2301.00,42077002301.00,23.01,-75.53,40.60
6202.00,42077006202.00,62.02,-75.65,40.56
6305.00,42077006305.00,63.05,-75.56,40.56
800.00,42077000800.00,8.00,-75.47,40.61
1401.00,42077001401.00,14.01,-75.47,40.59
5200.00,42077005200.00,52.00,-75.64,40.74
1000.00,42077001000.00,10.00,-75.47,40.61
33100.00,42085033100.00,331.00,-80.20,41.14
300.00,42021000300.00,3.00,-78.91,40.31
410601.00,42045410601.00,4106.01,-75.32,39.89
500.00,42021000500.00,5.00,-78.91,40.30
605300.00,42007605300.00,6053.00,-80.36,40.82
13101.00,42041013101.00,131.01,-77.49,40.08
12600.00,42041012600.00,126.00,-77.16,40.10
11803.00,42041011803.00,118.03,-77.14,40.25
10201.00,42041010201.00,102.01,-76.95,40.31
11802.00,42041011802.00,118.02,-77.05,40.22
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
13000.00,42041013000.00,130.00,-77.41,40.23
12400.00,42041012400.00,124.00,-77.21,40.19
10600.00,42041010600.00,106.00,-76.90,40.24
11303.00,42041011303.00,113.03,-76.96,40.26
10300.00,42041010300.00,103.00,-76.91,40.27
11601.00,42041011601.00,116.01,-76.98,40.19
11304.00,42041011304.00,113.04,-76.96,40.23
10800.00,42041010800.00,108.00,-76.87,40.23
11801.00,42041011801.00,118.01,-77.06,40.26
10100.00,42041010100.00,101.00,-76.93,40.30
10900.00,42041010900.00,109.00,-76.89,40.22
13102.00,42041013102.00,131.02,-77.51,40.06
12800.00,42041012800.00,128.00,-77.38,40.16
11700.00,42041011700.00,117.00,-77.07,40.16
11901.00,42041011901.00,119.01,-77.22,40.25
11305.00,42041011305.00,113.05,-76.98,40.24
11302.00,42041011302.00,113.02,-76.99,40.26
10400.00,42041010400.00,104.00,-76.93,40.25
211102.00,42079211102.00,2111.02,-75.84,41.38
1200.00,42021001200.00,12.00,-78.95,40.35
10200.00,42021010200.00,102.00,-78.89,40.34
23800.00,42101023800.00,238.00,-75.18,40.04
10900.00,42101010900.00,109.00,-75.19,39.96
24800.00,42101024800.00,248.00,-75.17,40.05
18800.00,42101018800.00,188.00,-75.11,40.00
33500.00,42101033500.00,335.00,-75.06,40.05
7700.00,42101007700.00,77.00,-75.21,39.95
14000.00,42101014000.00,140.00,-75.16,39.97
970500.00,42123970500.00,9705.00,-79.32,41.85
970200.00,42123970200.00,9702.00,-79.17,41.95
970400.00,42123970400.00,9704.00,-79.50,41.82
970300.00,42123970300.00,9703.00,-79.45,41.95
970600.00,42123970600.00,9706.00,-79.21,41.88
971000.00,42123971000.00,9710.00,-79.07,41.87
971400.00,42123971400.00,9714.00,-79.46,41.70
950300.00,42117950300.00,9503.00,-77.50,41.94
10700.00,42041010700.00,107.00,-76.88,40.23
11200.00,42041011200.00,112.00,-76.96,40.22
11400.00,42041011400.00,114.00,-77.01,40.22
11500.00,42041011500.00,115.00,-77.00,40.21
,,,,
TRACTCE,GEOID,NAME,,centy
11602.00,42041011602.00,116.02,-77.01,40.18
11902.00,42041011902.00,119.02,-77.19,40.23
605400.00,42007605400.00,6054.00,-80.31,40.72
605500.00,42007605500.00,6055.00,-80.33,40.66
605100.00,42007605100.00,6051.00,-80.20,40.82
605800.00,42007605800.00,6058.00,-80.28,40.81
700.00,42021000700.00,7.00,-78.92,40.30
981202.00,42027981202.00,9812.02,-77.78,40.85
803902.00,42129803902.00,8039.02,-79.55,40.31
803901.00,42129803901.00,8039.01,-79.54,40.33
950700.00,42117950700.00,9507.00,-77.20,41.72
951000.00,42117951000.00,9510.00,-77.17,41.60
803501.00,42129803501.00,8035.01,-79.71,40.30
950900.00,42117950900.00,9509.00,-77.46,41.70
30202.00,42099030202.00,302.02,-77.19,40.48
30201.00,42099030201.00,302.01,-77.05,40.49
950400.00,42117950400.00,9504.00,-77.32,41.87
950200.00,42117950200.00,9502.00,-77.30,41.95
950100.00,42117950100.00,9501.00,-77.06,41.96
5505.00,42077005505.00,55.05,-75.62,40.68
5506.00,42077005506.00,55.06,-75.61,40.65
10304.00,42011010304.00,103.04,-75.99,40.40
23500.00,42043023500.00,235.00,-76.79,40.21
23700.00,42043023700.00,237.00,-76.74,40.19
23800.00,42043023800.00,238.00,-76.73,40.20
24502.00,42043024502.00,245.02,-76.68,40.39
25400.00,42043025400.00,254.00,-76.96,40.54
10600.00,42021010600.00,106.00,-78.87,40.29
33400.00,42085033400.00,334.00,-80.50,41.21
11000.00,42021011000.00,110.00,-78.92,40.29
11500.00,42021011500.00,115.00,-78.87,40.43
11600.00,42021011600.00,116.00,-78.83,40.47
12000.00,42021012000.00,120.00,-78.62,40.65
12000.00,42041012000.00,120.00,-77.20,40.21
12100.00,42041012100.00,121.00,-77.18,40.20
12200.00,42041012200.00,122.00,-77.19,40.20
12300.00,42041012300.00,123.00,-77.20,40.20
12900.00,42041012900.00,129.00,-77.40,40.17
600.00,42021000600.00,6.00,-78.91,40.30
408600.00,42045408600.00,4086.00,-75.32,39.99
408700.00,42045408700.00,4087.00,-75.31,39.99
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
408800.00,42045408800.00,4088.00,-75.30,40.00
910800.00,42019910800.00,9108.00,-79.93,40.93
910200.00,42019910200.00,9102.00,-79.88,41.10
902800.00,42019902800.00,9028.00,-79.93,40.87
910100.00,42019910100.00,9101.00,-79.74,41.06
903000.00,42019903000.00,9030.00,-79.95,40.85
910900.00,42019910900.00,9109.00,-79.92,40.91
911800.00,42019911800.00,9118.00,-80.11,40.82
902600.00,42019902600.00,9026.00,-79.89,40.85
902300.00,42019902300.00,9023.00,-79.91,40.86
902700.00,42019902700.00,9027.00,-79.93,40.85
910600.00,42019910600.00,9106.00,-79.88,40.99
13200.00,42041013200.00,132.00,-77.51,40.05
10500.00,42041010500.00,105.00,-76.92,40.24
408102.00,42045408102.00,4081.02,-75.35,39.97
408900.00,42045408900.00,4089.00,-75.29,39.98
409000.00,42045409000.00,4090.00,-75.30,39.97
409100.00,42045409100.00,4091.00,-75.30,39.98
409200.00,42045409200.00,4092.00,-75.31,39.98
409300.00,42045409300.00,4093.00,-75.31,39.97
21300.00,42043021300.00,213.00,-76.87,40.26
21400.00,42043021400.00,214.00,-76.86,40.25
21500.00,42043021500.00,215.00,-76.86,40.26
21600.00,42043021600.00,216.00,-76.86,40.27
902100.00,42019902100.00,9021.00,-79.89,40.87
902200.00,42019902200.00,9022.00,-79.90,40.87
903100.00,42019903100.00,9031.00,-79.91,40.83
902500.00,42019902500.00,9025.00,-79.89,40.85
407806.00,42045407806.00,4078.06,-75.34,39.91
407903.00,42045407903.00,4079.03,-75.38,39.93
10900.00,42027010900.00,109.00,-77.62,40.83
11100.00,42027011100.00,111.00,-77.77,40.91
11502.00,42027011502.00,115.02,-77.89,40.79
105508.00,42017105508.00,1055.08,-74.88,40.26
70701.00,42109070701.00,707.01,-76.86,40.80
21700.00,42043021700.00,217.00,-76.85,40.27
160101.00,42031160101.00,1601.01,-79.28,41.37
300800.00,42029300800.00,3008.00,-75.53,40.13
305102.00,42029305102.00,3051.02,-75.91,40.03
302706.00,42029302706.00,3027.06,-75.59,39.95
,,,,
TRACTCE,GEOID,NAME,,centy
303501.00,42029303501.00,3035.01,-75.70,39.88
303502.00,42029303502.00,3035.02,-75.74,39.88
306503.00,42029306503.00,3065.03,-75.76,39.84
910400.00,42019910400.00,9104.00,-80.06,41.07
910500.00,42019910500.00,9105.00,-80.04,41.06
911000.00,42019911000.00,9110.00,-80.07,40.92
311401.00,42029311401.00,3114.01,-75.78,40.00
304501.00,42029304501.00,3045.01,-75.70,40.09
311500.00,42029311500.00,3115.00,-75.82,40.12
911400.00,42019911400.00,9114.00,-79.74,40.78
911600.00,42019911600.00,9116.00,-79.92,40.78
950500.00,42047950500.00,9505.00,-78.68,41.49
13400.00,42021013400.00,134.00,-78.91,40.34
311600.00,42029311600.00,3116.00,-75.81,39.97
311700.00,42029311700.00,3117.00,-75.81,39.83
101.00,42077000101.00,1.01,-75.43,40.63
6402.00,42077006402.00,64.02,-75.52,40.49
5301.00,42077005301.00,53.01,-75.70,40.71
407600.00,42045407600.00,4076.00,-75.35,39.90
401.00,42075000401.00,4.01,-76.43,40.35
3902.00,42075003902.00,39.02,-76.59,40.31
3901.00,42075003901.00,39.01,-76.60,40.31
407700.00,42045407700.00,4077.00,-75.33,39.91
11300.00,42027011300.00,113.00,-77.91,40.84
11400.00,42027011400.00,114.00,-77.95,40.81
11600.00,42027011600.00,116.00,-77.84,40.82
11800.00,42027011800.00,118.00,-77.77,40.76
12700.00,42027012700.00,127.00,-77.84,40.79
12800.00,42027012800.00,128.00,-77.86,40.78
409400.00,42045409400.00,4094.00,-75.33,39.97
409500.00,42045409500.00,4095.00,-75.33,39.96
409602.00,42045409602.00,4096.02,-75.33,40.03
912101.00,42019912101.00,9121.01,-80.14,40.69
912102.00,42019912102.00,9121.02,-80.12,40.69
912200.00,42019912200.00,9122.00,-80.12,40.68
902900.00,42019902900.00,9029.00,-79.91,40.88
911200.00,42019911200.00,9112.00,-79.83,40.85
911900.00,42019911900.00,9119.00,-80.14,40.79
5705.00,42077005705.00,57.05,-75.50,40.64
160300.00,42031160300.00,1603.00,-79.49,41.27
160800.00,42031160800.00,1608.00,-79.39,41.08
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
160500.00,42031160500.00,1605.00,-79.58,41.13
160600.00,42031160600.00,1606.00,-79.38,41.21
160900.00,42031160900.00,1609.00,-79.28,41.10
160200.00,42031160200.00,1602.00,-79.38,41.33
160700.00,42031160700.00,1607.00,-79.53,41.04
160400.00,42031160400.00,1604.00,-79.56,41.21
10100.00,42073010100.00,101.00,-80.19,41.06
600.00,42073000600.00,6.00,-80.34,41.00
200.00,42073000200.00,2.00,-80.32,41.00
11100.00,42073011100.00,111.00,-80.34,40.94
10500.00,42073010500.00,105.00,-80.47,41.03
10900.00,42073010900.00,109.00,-80.22,40.96
11500.00,42073011500.00,115.00,-80.24,40.89
10600.00,42073010600.00,106.00,-80.40,41.01
100.00,42073000100.00,1.00,-80.34,41.02
10800.00,42073010800.00,108.00,-80.35,41.04
11000.00,42073011000.00,110.00,-80.29,40.96
11000.00,42027011000.00,110.00,-77.73,40.89
10200.00,42027010200.00,102.00,-77.95,41.09
10400.00,42027010400.00,104.00,-78.17,40.86
105013.00,42017105013.00,1050.13,-75.03,40.21
10300.00,42027010300.00,103.00,-78.22,40.89
10100.00,42027010100.00,101.00,-77.71,41.07
11901.00,42027011901.00,119.01,-78.02,40.77
10600.00,42027010600.00,106.00,-77.80,40.99
10700.00,42027010700.00,107.00,-77.62,40.96
11301.00,42041011301.00,113.01,-76.99,40.29
6204.00,42077006204.00,62.04,-75.61,40.59
6905.00,42077006905.00,69.05,-75.42,40.51
5402.00,42077005402.00,54.02,-75.71,40.61
950200.00,42105950200.00,9502.00,-78.08,41.91
980100.00,42079980100.00,9801.00,-76.02,40.97
330200.00,42033330200.00,3302.00,-78.77,41.12
330300.00,42033330300.00,3303.00,-78.75,41.12
950702.00,42103950702.00,9507.02,-74.91,41.26
204007.00,42091204007.00,2040.07,-75.29,40.10
201006.00,42091201006.00,2010.06,-75.29,40.20
201100.00,42091201100.00,2011.00,-75.27,40.21
201204.00,42091201204.00,2012.04,-75.24,40.17
201301.00,42091201301.00,2013.01,-75.22,40.16
,,,,
TRACTCE,GEOID,NAME,,centy
204500.00,42091204500.00,2045.00,-75.25,40.00
204702.00,42091204702.00,2047.02,-75.24,40.02
205000.00,42091205000.00,2050.00,-75.31,40.03
207201.00,42091207201.00,2072.01,-75.32,40.31
207202.00,42091207202.00,2072.02,-75.32,40.31
500.00,42075000500.00,5.00,-76.40,40.34
2900.00,42049002900.00,29.00,-80.07,42.10
207004.00,42091207004.00,2070.04,-75.39,40.28
203403.00,42091203403.00,2034.03,-75.38,40.12
200301.00,42091200301.00,2003.01,-75.12,40.17
201406.00,42091201406.00,2014.06,-75.16,40.14
200200.00,42091200200.00,2002.00,-75.07,40.14
201201.00,42091201201.00,2012.01,-75.25,40.19
206004.00,42091206004.00,2060.04,-75.41,40.16
201302.00,42091201302.00,2013.02,-75.22,40.15
205100.00,42091205100.00,2051.00,-75.31,40.03
205200.00,42091205200.00,2052.00,-75.30,40.02
101400.00,42003101400.00,1014.00,-79.93,40.49
10304.00,42049010304.00,103.04,-80.25,42.06
10400.00,42049010400.00,104.00,-80.19,42.09
140300.00,42003140300.00,1403.00,-79.92,40.44
10500.00,42049010500.00,105.00,-80.16,42.10
10700.00,42049010700.00,107.00,-80.13,42.09
10902.00,42049010902.00,109.02,-80.18,42.07
201410.00,42091201410.00,2014.10,-75.21,40.16
201501.00,42091201501.00,2015.01,-75.08,40.10
201408.00,42091201408.00,2014.08,-75.16,40.16
201409.00,42091201409.00,2014.09,-75.19,40.17
470400.00,42003470400.00,4704.00,-80.09,40.37
140400.00,42003140400.00,1404.00,-79.92,40.45
205502.00,42091205502.00,2055.02,-75.28,39.99
205503.00,42091205503.00,2055.03,-75.27,39.99
205600.00,42091205600.00,2056.00,-75.26,40.01
205300.00,42091205300.00,2053.00,-75.30,40.01
205805.00,42091205805.00,2058.05,-75.37,40.10
207300.00,42091207300.00,2073.00,-75.33,40.32
207900.00,42091207900.00,2079.00,-75.48,40.38
320700.00,42003320700.00,3207.00,-80.00,40.38
101900.00,42013101900.00,1019.00,-78.40,40.52
11300.00,42049011300.00,113.00,-80.01,42.14
11400.00,42049011400.00,114.00,-80.02,42.15
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
40600.00,42003040600.00,406.00,-79.95,40.44
201502.00,42091201502.00,2015.02,-75.09,40.11
492800.00,42003492800.00,4928.00,-79.88,40.29
201608.00,42091201608.00,2016.08,-75.11,40.12
201703.00,42091201703.00,2017.03,-75.15,40.12
205806.00,42091205806.00,2058.06,-75.35,40.10
205807.00,42091205807.00,2058.07,-75.37,40.09
427000.00,42003427000.00,4270.00,-79.97,40.48
140600.00,42003140600.00,1406.00,-79.90,40.45
205809.00,42091205809.00,2058.09,-75.37,40.11
490003.00,42003490003.00,4900.03,-79.99,40.32
480200.00,42003480200.00,4802.00,-79.96,40.36
490004.00,42003490004.00,4900.04,-79.98,40.28
451101.00,42003451101.00,4511.01,-80.22,40.54
521500.00,42003521500.00,5215.00,-79.73,40.44
456004.00,42003456004.00,4560.04,-80.12,40.33
526102.00,42003526102.00,5261.02,-79.72,40.50
414101.00,42003414101.00,4141.01,-79.93,40.60
429100.00,42003429100.00,4291.00,-80.01,40.51
427100.00,42003427100.00,4271.00,-79.98,40.52
491101.00,42003491101.00,4911.01,-79.95,40.30
452000.00,42003452000.00,4520.00,-80.28,40.48
459102.00,42003459102.00,4591.02,-80.14,40.47
451300.00,42003451300.00,4513.00,-80.19,40.49
12202.00,42049012202.00,122.02,-80.12,41.88
261200.00,42003261200.00,2612.00,-80.01,40.49
261400.00,42003261400.00,2614.00,-80.01,40.47
400.00,42049000400.00,4.00,-80.08,42.14
200505.00,42091200505.00,2005.05,-75.19,40.21
206801.00,42091206801.00,2068.01,-75.34,40.19
205501.00,42091205501.00,2055.01,-75.29,40.00
203000.00,42091203000.00,2030.00,-75.23,40.12
201407.00,42091201407.00,2014.07,-75.17,40.12
206007.00,42091206007.00,2060.07,-75.44,40.13
201203.00,42091201203.00,2012.03,-75.22,40.18
20100.00,42003020100.00,201.00,-80.00,40.44
201704.00,42091201704.00,2017.04,-75.16,40.11
201705.00,42091201705.00,2017.05,-75.15,40.10
201706.00,42091201706.00,2017.06,-75.14,40.11
205903.00,42091205903.00,2059.03,-75.39,40.07
,,,,
TRACTCE,GEOID,NAME,,centy
205905.00,42091205905.00,2059.05,-75.36,40.08
523300.00,42003523300.00,5233.00,-79.83,40.47
561100.00,42003561100.00,5611.00,-79.88,40.45
205906.00,42091205906.00,2059.06,-75.33,40.08
206005.00,42091206005.00,2060.05,-75.39,40.15
140800.00,42003140800.00,1408.00,-79.92,40.43
808401.00,42129808401.00,8084.01,-79.24,40.21
208301.00,42091208301.00,2083.01,-75.54,40.33
220600.00,42003220600.00,2206.00,-80.01,40.46
3000.00,42049003000.00,30.00,-80.10,42.09
10104.00,42049010104.00,101.04,-80.29,41.89
10201.00,42049010201.00,102.01,-80.33,42.01
10303.00,42049010303.00,103.03,-80.23,42.02
40900.00,42003040900.00,409.00,-79.96,40.43
421100.00,42003421100.00,4211.00,-79.87,40.50
180300.00,42003180300.00,1803.00,-79.99,40.42
290100.00,42003290100.00,2901.00,-79.99,40.40
475303.00,42003475303.00,4753.03,-80.05,40.31
523200.00,42003523200.00,5232.00,-79.85,40.46
521301.00,42003521301.00,5213.01,-79.76,40.42
409000.00,42003409000.00,4090.00,-80.03,40.64
141000.00,42003141000.00,1410.00,-79.90,40.43
141300.00,42003141300.00,1413.00,-79.93,40.43
3001.00,42101003001.00,30.01,-75.17,39.93
2802.00,42101002802.00,28.02,-75.16,39.93
561400.00,42003561400.00,5614.00,-79.86,40.45
513800.00,42003513800.00,5138.00,-79.87,40.40
980700.00,42101980700.00,9807.00,-75.14,39.91
2701.00,42101002701.00,27.01,-75.15,39.93
980600.00,42101980600.00,9806.00,-75.17,39.91
240600.00,42003240600.00,2406.00,-79.98,40.46
241200.00,42003241200.00,2412.00,-79.99,40.47
250300.00,42003250300.00,2503.00,-80.01,40.46
250700.00,42003250700.00,2507.00,-80.02,40.46
250900.00,42003250900.00,2509.00,-80.00,40.46
10904.00,42049010904.00,109.04,-80.17,42.05
11001.00,42049011001.00,110.01,-80.08,42.07
11101.00,42049011101.00,111.01,-80.02,42.10
11102.00,42049011102.00,111.02,-80.05,42.09
11201.00,42049011201.00,112.01,-79.95,42.05
20300.00,42003020300.00,203.00,-79.98,40.45
,,,,
TRACTCE,GEOID,NAME,,centy
,,,,
509400.00,42003509400.00,5094.00,-79.82,40.41
526301.00,42003526301.00,5263.01,-79.72,40.48
445500.00,42003445500.00,4455.00,-80.18,40.54
403500.00,42003403500.00,4035.00,-79.76,40.60
408002.00,42003408002.00,4080.02,-79.95,40.62
427200.00,42003427200.00,4272.00,-79.97,40.49
431400.00,42003431400.00,4314.00,-80.06,40.50
430200.00,42003430200.00,4302.00,-80.04,40.52
320400.00,42003320400.00,3204.00,-79.99,40.38
526302.00,42003526302.00,5263.02,-79.71,40.46
496200.00,42003496200.00,4962.00,-79.81,40.30
480300.00,42003480300.00,4803.00,-79.96,40.40
412001.00,42003412001.00,4120.01,-80.11,40.60
521100.00,42003521100.00,5211.00,-79.78,40.45
496101.00,42003496101.00,4961.01,-79.82,40.27
439000.00,42003439000.00,4390.00,-80.17,40.59
521200.00,42003521200.00,5212.00,-79.80,40.43
110600.00,42003110600.00,1106.00,-79.92,40.47
477200.00,42003477200.00,4772.00,-79.99,40.37
474201.00,42003474201.00,4742.01,-80.10,40.34
526201.00,42003526201.00,5262.01,-79.76,40.49
425000.00,42003425000.00,4250.00,-79.95,40.50
413500.00,42003413500.00,4135.00,-80.01,40.58
426300.00,42003426300.00,4263.00,-79.97,40.54
429600.00,42003429600.00,4296.00,-80.05,40.51
415002.00,42003415002.00,4150.02,-79.90,40.55
488500.00,42003488500.00,4885.00,-79.93,40.36
460002.00,42003460002.00,4600.02,-80.10,40.47
521402.00,42003521402.00,5214.02,-79.75,40.40
503002.00,42003503002.00,5030.02,-79.82,40.35
429300.00,42003429300.00,4293.00,-80.05,40.54
414102.00,42003414102.00,4141.02,-79.97,40.59
412002.00,42003412002.00,4120.02,-80.09,40.57
270100.00,42003270100.00,2701.00,-80.04,40.48
11507.00,42049011507.00,115.07,-79.94,42.14
191900.00,42003191900.00,1919.00,-80.02,40.40
11702.00,42049011702.00,117.02,-79.83,42.15
11801.00,42049011801.00,118.01,-79.83,42.04
11900.00,42049011900.00,119.00,-79.64,41.93
191800.00,42003191800.00,1918.00,-80.02,40.39
,,,,
